# This file was produced by: bcftools roh(1.21+htslib-1.21)
# The command line was:	bcftools roh -G 30 --rec-rate 6.5788e-6 --skip-indels --AF-file /work/sonsthagen/johruska/monarchs/sequence_data/data/06_roh_6x_downsampled_final_no_transitions/AF.tab.gz -O r -o /work/sonsthagen/johruska/monarchs/sequence_data/data/06_roh_6x_downsampled_final_no_transitions/6x_downsampled_roh_no_trans.txt /work/sonsthagen/johruska/monarchs/sequence_data/data/06_roh_6x_downsampled_final_no_transitions/6x_downsampled_no_transitions_roh_af_tag.vcf
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	Danaus_plexippus_NE_2024_13	NC_083547.1	8991754	8999181	7428	228	52.6
RG	Danaus_plexippus_NE_2024_14	NC_083547.1	2219475	2242636	23162	666	82.2
RG	Danaus_plexippus_NE_2024_14	NC_083547.1	7061271	7383267	321997	12213	98.2
RG	Danaus_plexippus_NE_2024_15	NC_083547.1	3996518	4018793	22276	583	84.7
RG	Danaus_plexippus_NE_2024_15	NC_083547.1	8964485	8969756	5272	164	7.1
RG	Danaus_plexippus_NE_2024_16	NC_083547.1	8243837	8272829	28993	941	84.9
RG	Danaus_plexippus_CA_1956_04	NC_083548.1	4069494	4075525	6032	167	45.9
RG	Danaus_plexippus_CA_1956_05	NC_083548.1	4799202	4802459	3258	108	16.0
RG	Danaus_plexippus_CA_1956_05	NC_083548.1	5224709	5237609	12901	364	66.5
RG	Danaus_plexippus_CA_2023_04	NC_083548.1	652685	665887	13203	387	24.6
RG	Danaus_plexippus_CA_2023_04	NC_083548.1	5515747	5520413	4667	137	47.5
RG	Danaus_plexippus_CA_2023_07	NC_083548.1	55903	73026	17124	441	10.6
RG	Danaus_plexippus_CA_2024_01	NC_083548.1	984091	992963	8873	294	57.7
RG	Danaus_plexippus_CA_2024_01	NC_083548.1	5082568	5091297	8730	249	33.7
RG	Danaus_plexippus_CA_2024_02	NC_083548.1	6717574	6722265	4692	218	24.9
RG	Danaus_plexippus_CA_2024_02	NC_083548.1	7625344	7708432	83089	142	8.1
RG	Danaus_plexippus_CA_2024_03	NC_083548.1	6875798	6907498	31701	453	68.9
RG	Danaus_plexippus_CA_2024_03	NC_083548.1	7788921	7816826	27906	54	18.3
RG	Danaus_plexippus_CA_2024_03	NC_083548.1	8604973	9190876	585904	15091	98.1
RG	Danaus_plexippus_CA_2024_03	NC_083548.1	9199109	9203387	4279	209	61.0
RG	Danaus_plexippus_CA_2024_03	NC_083548.1	9219670	9824897	605228	9906	97.9
RG	Danaus_plexippus_ID_1997_01	NC_083548.1	135057	141947	6891	212	24.8
RG	Danaus_plexippus_ID_1997_01	NC_083548.1	3534996	3542266	7271	234	19.9
RG	Danaus_plexippus_ID_1997_02	NC_083548.1	2191401	2223946	32546	1173	86.6
RG	Danaus_plexippus_KS_2023_02	NC_083548.1	5607148	5614792	7645	130	16.7
RG	Danaus_plexippus_KS_2023_05	NC_083548.1	110555	132042	21488	612	71.8
RG	Danaus_plexippus_KS_2023_07	NC_083548.1	1628206	1653720	25515	842	87.6
RG	Danaus_plexippus_KS_2023_08	NC_083548.1	1509438	1518084	8647	291	51.1
RG	Danaus_plexippus_KS_2023_18	NC_083548.1	473	16068	15596	346	47.2
RG	Danaus_plexippus_KS_2023_19	NC_083548.1	4228098	4239692	11595	239	10.0
RG	Danaus_plexippus_MI_1987_02	NC_083548.1	4322708	4328862	6155	265	11.4
RG	Danaus_plexippus_MI_1987_02	NC_083548.1	8875775	8880592	4818	101	16.6
RG	Danaus_plexippus_MI_1987_03	NC_083548.1	5983844	5994337	10494	328	77.9
RG	Danaus_plexippus_MI_1997_06	NC_083548.1	3258238	3264672	6435	161	12.8
RG	Danaus_plexippus_MI_2000_01	NC_083548.1	5604444	5615439	10996	170	42.7
RG	Danaus_plexippus_MI_2000_03	NC_083548.1	855059	862800	7742	258	28.7
RG	Danaus_plexippus_MI_2000_03	NC_083548.1	1765533	1774665	9133	297	69.7
RG	Danaus_plexippus_MI_2000_03	NC_083548.1	1820591	1830048	9458	258	43.9
RG	Danaus_plexippus_MN_1983_01	NC_083548.1	3311423	3322464	11042	344	20.5
RG	Danaus_plexippus_MN_1996_03	NC_083548.1	249988	270232	20245	526	34.3
RG	Danaus_plexippus_NE_2024_04	NC_083548.1	2118462	2125889	7428	244	44.4
RG	Danaus_plexippus_NE_2024_04	NC_083548.1	2143744	2159483	15740	521	72.3
RG	Danaus_plexippus_NE_2024_04	NC_083548.1	2477107	2482069	4963	104	18.0
RG	Danaus_plexippus_NE_2024_07	NC_083548.1	3579195	3695451	116257	3009	95.3
RG	Danaus_plexippus_NE_2024_08	NC_083548.1	242901	260331	17431	451	24.0
RG	Danaus_plexippus_NE_2024_08	NC_083548.1	4873882	4880120	6239	250	29.2
RG	Danaus_plexippus_NE_2024_10	NC_083548.1	4023474	4031436	7963	181	14.9
RG	Danaus_plexippus_NE_2024_11	NC_083548.1	3487903	3506470	18568	369	64.7
RG	Danaus_plexippus_NE_2024_16	NC_083548.1	249988	260829	10842	372	41.7
RG	Danaus_plexippus_NE_2024_17	NC_083548.1	250092	264143	14052	377	23.3
RG	Danaus_plexippus_NE_2024_17	NC_083548.1	554666	567069	12404	296	26.0
RG	Danaus_plexippus_CA_1971_01	NC_083549.1	108080	138773	30694	846	24.4
RG	Danaus_plexippus_CA_1971_01	NC_083549.1	1670263	1675994	5732	212	24.3
RG	Danaus_plexippus_CA_2024_01	NC_083549.1	4231436	4238927	7492	270	55.8
RG	Danaus_plexippus_CA_2024_02	NC_083549.1	774024	784097	10074	442	66.1
RG	Danaus_plexippus_CA_2024_03	NC_083549.1	64060	100897	36838	758	80.5
RG	Danaus_plexippus_CA_2024_03	NC_083549.1	4304008	4315558	11551	249	75.3
RG	Danaus_plexippus_CA_2024_03	NC_083549.1	4343551	4361008	17458	657	72.2
RG	Danaus_plexippus_ID_1997_01	NC_083549.1	4689081	4697681	8601	261	44.1
RG	Danaus_plexippus_ID_1997_02	NC_083549.1	3811947	3817888	5942	214	19.6
RG	Danaus_plexippus_KS_2023_01	NC_083549.1	8528724	8542766	14043	435	56.4
RG	Danaus_plexippus_KS_2023_02	NC_083549.1	8132305	8141047	8743	186	16.4
RG	Danaus_plexippus_KS_2023_05	NC_083549.1	6873643	6885228	11586	467	77.4
RG	Danaus_plexippus_KS_2023_08	NC_083549.1	8795945	8800313	4369	204	15.0
RG	Danaus_plexippus_KS_2023_10	NC_083549.1	7845542	7851371	5830	169	11.9
RG	Danaus_plexippus_KS_2023_15	NC_083549.1	5124429	5132472	8044	251	62.9
RG	Danaus_plexippus_KS_2023_18	NC_083549.1	7722999	7737329	14331	296	20.9
RG	Danaus_plexippus_KS_2023_19	NC_083549.1	8100075	8117687	17613	504	80.9
RG	Danaus_plexippus_KS_2023_20	NC_083549.1	3560775	3581469	20695	557	88.2
RG	Danaus_plexippus_MI_1969_02	NC_083549.1	7058017	7068257	10241	401	17.0
RG	Danaus_plexippus_MI_1969_02	NC_083549.1	8695962	8715371	19410	502	48.8
RG	Danaus_plexippus_MI_1987_03	NC_083549.1	1837093	1848764	11672	410	63.3
RG	Danaus_plexippus_MI_1997_01	NC_083549.1	70953	93794	22842	524	30.7
RG	Danaus_plexippus_MI_1997_01	NC_083549.1	5127302	5145035	17734	527	81.5
RG	Danaus_plexippus_MI_2000_02	NC_083549.1	5547736	5628093	80358	2187	91.9
RG	Danaus_plexippus_MI_2000_02	NC_083549.1	8527531	8546664	19134	544	76.5
RG	Danaus_plexippus_MI_2000_02	NC_083549.1	8640933	8656779	15847	484	54.2
RG	Danaus_plexippus_MI_2000_03	NC_083549.1	1189551	1201033	11483	449	37.3
RG	Danaus_plexippus_MN_1983_01	NC_083549.1	5075933	5078793	2861	146	41.1
RG	Danaus_plexippus_MN_1996_03	NC_083549.1	4191675	4198084	6410	197	6.8
RG	Danaus_plexippus_NE_2024_02	NC_083549.1	379324	390662	11339	387	67.2
RG	Danaus_plexippus_NE_2024_02	NC_083549.1	4932937	4952286	19350	443	42.5
RG	Danaus_plexippus_NE_2024_02	NC_083549.1	4958275	4970140	11866	373	58.3
RG	Danaus_plexippus_NE_2024_02	NC_083549.1	4980876	5037088	56213	1635	85.9
RG	Danaus_plexippus_NE_2024_05	NC_083549.1	4306834	4315307	8474	174	37.4
RG	Danaus_plexippus_NE_2024_05	NC_083549.1	4450293	4474366	24074	349	68.8
RG	Danaus_plexippus_NE_2024_05	NC_083549.1	6672667	6701065	28399	638	87.0
RG	Danaus_plexippus_NE_2024_05	NC_083549.1	7637793	7641888	4096	114	12.3
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	1708488	1726062	17575	557	47.0
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	1796260	1805331	9072	221	10.9
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	2036872	2063560	26689	614	79.2
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	2076556	2098152	21597	658	72.0
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	3782478	3797863	15386	358	74.1
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	4307344	4378528	71185	2084	96.1
RG	Danaus_plexippus_NE_2024_06	NC_083549.1	5073169	5083078	9910	376	53.5
RG	Danaus_plexippus_NE_2024_07	NC_083549.1	3692028	3703305	11278	426	61.7
RG	Danaus_plexippus_NE_2024_07	NC_083549.1	8607119	8638851	31733	1047	69.7
RG	Danaus_plexippus_NE_2024_08	NC_083549.1	3517004	3527465	10462	391	70.7
RG	Danaus_plexippus_NE_2024_10	NC_083549.1	8613363	8624265	10903	330	58.3
RG	Danaus_plexippus_NE_2024_11	NC_083549.1	3724713	3733824	9112	272	29.6
RG	Danaus_plexippus_NE_2024_12	NC_083549.1	4326655	4335137	8483	243	19.4
RG	Danaus_plexippus_NE_2024_13	NC_083549.1	3517184	3542518	25335	398	8.4
RG	Danaus_plexippus_NE_2024_13	NC_083549.1	5203222	5220814	17593	373	73.3
RG	Danaus_plexippus_NE_2024_13	NC_083549.1	5237149	5258940	21792	557	66.5
RG	Danaus_plexippus_NE_2024_13	NC_083549.1	5264009	5271966	7958	299	44.9
RG	Danaus_plexippus_NE_2024_14	NC_083549.1	8798533	8813395	14863	580	16.9
RG	Danaus_plexippus_NE_2024_16	NC_083549.1	4484845	4488797	3953	161	15.3
RG	Danaus_plexippus_CA_1971_01	NC_083550.1	57297	115472	58176	1073	68.9
RG	Danaus_plexippus_CA_2023_06	NC_083550.1	5139743	5144271	4529	210	26.2
RG	Danaus_plexippus_CA_2023_07	NC_083550.1	773222	782882	9661	327	72.2
RG	Danaus_plexippus_CA_2024_01	NC_083550.1	6946160	6958853	12694	232	31.0
RG	Danaus_plexippus_CA_2024_02	NC_083550.1	4122711	4129565	6855	190	41.2
RG	Danaus_plexippus_CA_2024_03	NC_083550.1	6820349	6922445	102097	1950	54.1
RG	Danaus_plexippus_KS_2023_01	NC_083550.1	4709189	4718228	9040	286	10.8
RG	Danaus_plexippus_KS_2023_01	NC_083550.1	6714860	6760254	45395	1057	82.8
RG	Danaus_plexippus_KS_2023_05	NC_083550.1	3614316	3620032	5717	244	54.6
RG	Danaus_plexippus_KS_2023_10	NC_083550.1	5977136	5982748	5613	243	74.1
RG	Danaus_plexippus_KS_2023_11	NC_083550.1	5324379	5338885	14507	354	73.4
RG	Danaus_plexippus_KS_2023_16	NC_083550.1	6844899	6958853	113955	2214	93.0
RG	Danaus_plexippus_KS_2023_17	NC_083550.1	6806366	6921179	114814	2061	77.6
RG	Danaus_plexippus_MI_1987_02	NC_083550.1	5691892	5699580	7689	271	32.7
RG	Danaus_plexippus_MI_1987_02	NC_083550.1	5775636	5790115	14480	341	81.5
RG	Danaus_plexippus_MI_1987_03	NC_083550.1	6779202	6921263	142062	2165	73.8
RG	Danaus_plexippus_MI_2000_01	NC_083550.1	72775	101886	29112	578	39.4
RG	Danaus_plexippus_MI_2002_01	NC_083550.1	162	30115	29954	48	32.0
RG	Danaus_plexippus_NE_2024_07	NC_083550.1	396362	403789	7428	193	11.4
RG	Danaus_plexippus_NE_2024_07	NC_083550.1	6613055	6705585	92531	670	68.3
RG	Danaus_plexippus_NE_2024_07	NC_083550.1	6940805	6958346	17542	348	53.4
RG	Danaus_plexippus_NE_2024_08	NC_083550.1	1672354	1678540	6187	189	32.5
RG	Danaus_plexippus_NE_2024_10	NC_083550.1	6464191	6482079	17889	397	60.0
RG	Danaus_plexippus_NE_2024_12	NC_083550.1	98	89161	89064	1185	78.2
RG	Danaus_plexippus_NE_2024_13	NC_083550.1	2264266	2272336	8071	370	26.9
RG	Danaus_plexippus_CA_1956_04	NC_083551.1	951755	957602	5848	258	27.2
RG	Danaus_plexippus_CA_1956_05	NC_083551.1	2694554	2707233	12680	371	81.4
RG	Danaus_plexippus_CA_1973_02	NC_083551.1	2055183	2062627	7445	232	9.9
RG	Danaus_plexippus_CA_1973_02	NC_083551.1	4961393	4988436	27044	726	74.6
RG	Danaus_plexippus_CA_1973_02	NC_083551.1	5032726	5037972	5247	170	2.6
RG	Danaus_plexippus_ID_1997_02	NC_083551.1	953105	957834	4730	226	30.7
RG	Danaus_plexippus_KS_2023_02	NC_083551.1	47456	65688	18233	401	35.7
RG	Danaus_plexippus_KS_2023_05	NC_083551.1	2610410	2625455	15046	342	70.9
RG	Danaus_plexippus_KS_2023_10	NC_083551.1	3578422	3599009	20588	564	78.7
RG	Danaus_plexippus_KS_2023_16	NC_083551.1	4006549	4022908	16360	432	70.3
RG	Danaus_plexippus_KS_2023_16	NC_083551.1	4918911	4939769	20859	644	80.4
RG	Danaus_plexippus_KS_2023_16	NC_083551.1	5260524	5266383	5860	253	26.1
RG	Danaus_plexippus_KS_2023_17	NC_083551.1	880821	887441	6621	244	24.9
RG	Danaus_plexippus_KS_2023_18	NC_083551.1	4826452	4840300	13849	307	71.1
RG	Danaus_plexippus_KS_2023_20	NC_083551.1	486854	490709	3856	196	20.3
RG	Danaus_plexippus_KS_2023_20	NC_083551.1	2768755	2775453	6699	202	25.4
RG	Danaus_plexippus_MI_1987_02	NC_083551.1	54075	91677	37603	976	36.3
RG	Danaus_plexippus_MI_1987_02	NC_083551.1	286446	300969	14524	396	69.5
RG	Danaus_plexippus_MI_1987_03	NC_083551.1	6080532	6103104	22573	517	65.8
RG	Danaus_plexippus_MI_1997_06	NC_083551.1	47254	73740	26487	608	36.8
RG	Danaus_plexippus_MI_1997_06	NC_083551.1	1839898	1850426	10529	332	74.1
RG	Danaus_plexippus_MI_1997_06	NC_083551.1	3661276	3673197	11922	278	54.2
RG	Danaus_plexippus_MI_2000_01	NC_083551.1	5028257	5037953	9697	247	30.7
RG	Danaus_plexippus_MI_2000_03	NC_083551.1	2223404	2296384	72981	2426	95.2
RG	Danaus_plexippus_MI_2000_03	NC_083551.1	5103475	5106905	3431	161	39.4
RG	Danaus_plexippus_MN_1996_03	NC_083551.1	1354173	1372249	18077	388	67.5
RG	Danaus_plexippus_MN_1996_04	NC_083551.1	3799417	3807296	7880	252	44.2
RG	Danaus_plexippus_NE_2024_03	NC_083551.1	3473563	3485983	12421	473	87.1
RG	Danaus_plexippus_NE_2024_04	NC_083551.1	5726095	5732569	6475	214	66.5
RG	Danaus_plexippus_NE_2024_06	NC_083551.1	3974350	3978668	4319	179	23.3
RG	Danaus_plexippus_NE_2024_08	NC_083551.1	5755944	5767499	11556	491	44.0
RG	Danaus_plexippus_NE_2024_11	NC_083551.1	3354829	3368470	13642	461	71.3
RG	Danaus_plexippus_NE_2024_14	NC_083551.1	4302790	4311141	8352	200	23.5
RG	Danaus_plexippus_NE_2024_15	NC_083551.1	5023257	5045456	22200	568	85.6
RG	Danaus_plexippus_CA_1956_04	NC_083552.1	262007	269690	7684	183	18.2
RG	Danaus_plexippus_CA_1956_05	NC_083552.1	262721	270444	7724	268	12.6
RG	Danaus_plexippus_CA_1973_02	NC_083552.1	5037174	5055358	18185	290	58.0
RG	Danaus_plexippus_CA_2023_04	NC_083552.1	4007095	4039983	32889	868	61.0
RG	Danaus_plexippus_CA_2023_06	NC_083552.1	2828745	2848247	19503	620	78.8
RG	Danaus_plexippus_CA_2024_01	NC_083552.1	3305168	3315013	9846	155	48.1
RG	Danaus_plexippus_KS_2023_02	NC_083552.1	4958263	4974806	16544	372	66.4
RG	Danaus_plexippus_KS_2023_10	NC_083552.1	202132	215536	13405	489	74.1
RG	Danaus_plexippus_MI_1987_02	NC_083552.1	1696306	1699969	3664	131	26.2
RG	Danaus_plexippus_MI_1997_06	NC_083552.1	3467249	3472461	5213	194	22.9
RG	Danaus_plexippus_MI_2000_03	NC_083552.1	690618	696831	6214	259	57.0
RG	Danaus_plexippus_NE_2024_06	NC_083552.1	3495203	3502633	7431	249	50.4
RG	Danaus_plexippus_NE_2024_06	NC_083552.1	3803290	3810526	7237	211	66.2
RG	Danaus_plexippus_NE_2024_10	NC_083552.1	1954186	1964393	10208	200	15.7
RG	Danaus_plexippus_NE_2024_12	NC_083552.1	164046	170762	6717	259	21.2
RG	Danaus_plexippus_NE_2024_15	NC_083552.1	682864	691541	8678	248	24.7
RG	Danaus_plexippus_OR_1955_01	NC_083552.1	38058	52799	14742	408	28.2
RG	Danaus_plexippus_OR_1955_01	NC_083552.1	2422374	2428821	6448	184	27.0
RG	Danaus_plexippus_CA_2023_04	NC_083553.1	1143549	1206758	63210	741	59.0
RG	Danaus_plexippus_CA_2023_07	NC_083553.1	921706	964121	42416	848	82.6
RG	Danaus_plexippus_CA_2023_07	NC_083553.1	1011150	1019381	8232	256	28.4
RG	Danaus_plexippus_CA_2023_07	NC_083553.1	1204403	1215874	11472	174	15.1
RG	Danaus_plexippus_CA_2023_07	NC_083553.1	4080355	4101541	21187	682	79.0
RG	Danaus_plexippus_CA_2024_03	NC_083553.1	4925771	4939175	13405	140	13.6
RG	Danaus_plexippus_KS_2023_01	NC_083553.1	3798287	3814408	16122	373	80.3
RG	Danaus_plexippus_KS_2023_05	NC_083553.1	5931350	5943865	12516	295	62.7
RG	Danaus_plexippus_KS_2023_08	NC_083553.1	3780905	3793652	12748	294	16.8
RG	Danaus_plexippus_KS_2023_10	NC_083553.1	13829	24487	10659	302	51.3
RG	Danaus_plexippus_KS_2023_11	NC_083553.1	3572656	3584833	12178	382	39.5
RG	Danaus_plexippus_KS_2023_11	NC_083553.1	4167470	4171179	3710	127	20.2
RG	Danaus_plexippus_KS_2023_11	NC_083553.1	5012242	5034714	22473	925	84.2
RG	Danaus_plexippus_KS_2023_11	NC_083553.1	5753403	5761465	8063	252	49.4
RG	Danaus_plexippus_KS_2023_13	NC_083553.1	1911296	1942049	30754	126	52.9
RG	Danaus_plexippus_KS_2023_13	NC_083553.1	3554413	3564868	10456	291	64.0
RG	Danaus_plexippus_KS_2023_16	NC_083553.1	2242532	2257425	14894	388	81.7
RG	Danaus_plexippus_KS_2023_18	NC_083553.1	232840	270786	37947	1177	86.8
RG	Danaus_plexippus_KS_2023_18	NC_083553.1	1202151	1220981	18831	384	78.0
RG	Danaus_plexippus_KS_2023_18	NC_083553.1	4870937	4884140	13204	238	80.0
RG	Danaus_plexippus_KS_2023_18	NC_083553.1	4887922	4898506	10585	397	60.3
RG	Danaus_plexippus_KS_2023_19	NC_083553.1	399109	405978	6870	243	64.4
RG	Danaus_plexippus_MI_1969_02	NC_083553.1	11307	25107	13801	337	68.8
RG	Danaus_plexippus_MI_1969_02	NC_083553.1	174859	196985	22127	785	74.4
RG	Danaus_plexippus_MI_1987_02	NC_083553.1	1142517	1160499	17983	331	49.5
RG	Danaus_plexippus_MI_1987_03	NC_083553.1	2456372	2484907	28536	955	88.8
RG	Danaus_plexippus_MI_1997_01	NC_083553.1	1688132	1693289	5158	191	9.2
RG	Danaus_plexippus_MI_2000_03	NC_083553.1	5616367	5656268	39902	1284	91.3
RG	Danaus_plexippus_MI_2002_01	NC_083553.1	5342416	5352258	9843	306	70.9
RG	Danaus_plexippus_MN_1996_03	NC_083553.1	2364991	2370841	5851	215	9.9
RG	Danaus_plexippus_MN_1996_03	NC_083553.1	4357962	4364775	6814	169	57.4
RG	Danaus_plexippus_MN_1996_03	NC_083553.1	5870908	5885700	14793	436	74.8
RG	Danaus_plexippus_NE_2024_02	NC_083553.1	1938706	1945518	6813	148	5.8
RG	Danaus_plexippus_NE_2024_04	NC_083553.1	528019	535440	7422	211	38.5
RG	Danaus_plexippus_NE_2024_07	NC_083553.1	815897	821169	5273	188	13.9
RG	Danaus_plexippus_NE_2024_08	NC_083553.1	171986	184433	12448	243	54.4
RG	Danaus_plexippus_NE_2024_08	NC_083553.1	3261685	3265425	3741	119	10.0
RG	Danaus_plexippus_NE_2024_11	NC_083553.1	150	39614	39465	1033	37.0
RG	Danaus_plexippus_NE_2024_13	NC_083553.1	5933756	5945188	11433	262	26.5
RG	Danaus_plexippus_CA_1971_01	NC_083554.1	3746766	3754568	7803	301	19.5
RG	Danaus_plexippus_CA_2023_04	NC_083554.1	5749955	5754932	4978	171	31.8
RG	Danaus_plexippus_CA_2023_06	NC_083554.1	5992405	6006789	14385	462	62.3
RG	Danaus_plexippus_CA_2024_01	NC_083554.1	5832185	5852911	20727	382	59.6
RG	Danaus_plexippus_CA_2024_03	NC_083554.1	3205590	3224451	18862	179	11.3
RG	Danaus_plexippus_KS_2023_02	NC_083554.1	46897	76111	29215	678	76.8
RG	Danaus_plexippus_KS_2023_02	NC_083554.1	3967455	3973080	5626	150	11.0
RG	Danaus_plexippus_KS_2023_05	NC_083554.1	6603329	6624522	21194	417	51.3
RG	Danaus_plexippus_KS_2023_06	NC_083554.1	2981056	2988437	7382	331	26.3
RG	Danaus_plexippus_KS_2023_07	NC_083554.1	6341227	6355375	14149	447	61.7
RG	Danaus_plexippus_KS_2023_08	NC_083554.1	337170	348049	10880	276	39.2
RG	Danaus_plexippus_KS_2023_10	NC_083554.1	4406765	4418865	12101	406	76.9
RG	Danaus_plexippus_KS_2023_11	NC_083554.1	2700085	2712365	12281	145	7.3
RG	Danaus_plexippus_KS_2023_13	NC_083554.1	289220	295856	6637	204	19.5
RG	Danaus_plexippus_KS_2023_13	NC_083554.1	452233	464786	12554	428	74.3
RG	Danaus_plexippus_KS_2023_15	NC_083554.1	5199772	5208247	8476	347	80.5
RG	Danaus_plexippus_KS_2023_15	NC_083554.1	6028748	6042231	13484	416	43.0
RG	Danaus_plexippus_KS_2023_15	NC_083554.1	6566915	6626233	59319	1293	25.5
RG	Danaus_plexippus_KS_2023_20	NC_083554.1	405271	419457	14187	425	54.3
RG	Danaus_plexippus_KS_2023_20	NC_083554.1	1513034	1534059	21026	336	51.5
RG	Danaus_plexippus_MI_1997_01	NC_083554.1	6537449	6611992	74544	1747	93.5
RG	Danaus_plexippus_MI_2000_02	NC_083554.1	153958	162364	8407	234	34.6
RG	Danaus_plexippus_MI_2000_02	NC_083554.1	6561825	6579976	18152	384	38.7
RG	Danaus_plexippus_MI_2002_01	NC_083554.1	230832	238388	7557	266	29.3
RG	Danaus_plexippus_MN_1996_03	NC_083554.1	1448659	1465965	17307	337	48.1
RG	Danaus_plexippus_NE_2024_02	NC_083554.1	4916447	4921710	5264	208	36.7
RG	Danaus_plexippus_NE_2024_05	NC_083554.1	6516528	6526161	9634	260	34.8
RG	Danaus_plexippus_NE_2024_06	NC_083554.1	3021260	3031249	9990	433	76.3
RG	Danaus_plexippus_NE_2024_11	NC_083554.1	868123	879876	11754	417	64.3
RG	Danaus_plexippus_NE_2024_12	NC_083554.1	22705	51890	29186	486	32.6
RG	Danaus_plexippus_NE_2024_12	NC_083554.1	156272	167299	11028	286	52.0
RG	Danaus_plexippus_OR_1955_01	NC_083554.1	6568864	6626910	58047	1236	85.0
RG	Danaus_plexippus_CA_1956_05	NC_083555.1	3014495	3024762	10268	120	15.2
RG	Danaus_plexippus_CA_2023_06	NC_083555.1	1217488	1230698	13211	377	78.8
RG	Danaus_plexippus_CA_2023_07	NC_083555.1	1343364	1352209	8846	190	12.0
RG	Danaus_plexippus_CA_2024_03	NC_083555.1	4136509	4141978	5470	195	48.0
RG	Danaus_plexippus_CA_2024_03	NC_083555.1	4954923	4966806	11884	378	44.9
RG	Danaus_plexippus_ID_1997_01	NC_083555.1	3050716	3064588	13873	197	4.0
RG	Danaus_plexippus_KS_2023_01	NC_083555.1	4881629	4890110	8482	285	50.5
RG	Danaus_plexippus_KS_2023_01	NC_083555.1	4921923	4941744	19822	499	52.0
RG	Danaus_plexippus_KS_2023_05	NC_083555.1	1000166	1006434	6269	158	13.6
RG	Danaus_plexippus_KS_2023_11	NC_083555.1	1477993	1491372	13380	373	71.6
RG	Danaus_plexippus_KS_2023_20	NC_083555.1	2409993	2420789	10797	286	74.7
RG	Danaus_plexippus_MI_1997_01	NC_083555.1	4938958	4951272	12315	356	9.4
RG	Danaus_plexippus_MI_2000_02	NC_083555.1	276457	286403	9947	349	14.8
RG	Danaus_plexippus_MI_2002_01	NC_083555.1	3031815	3054892	23078	235	9.8
RG	Danaus_plexippus_MN_1996_03	NC_083555.1	1203	12691	11489	386	57.9
RG	Danaus_plexippus_MN_1996_03	NC_083555.1	600992	608257	7266	185	14.3
RG	Danaus_plexippus_MN_1996_04	NC_083555.1	3438020	3444888	6869	285	72.1
RG	Danaus_plexippus_NE_2024_04	NC_083555.1	4923452	4935373	11922	226	17.0
RG	Danaus_plexippus_NE_2024_07	NC_083555.1	3050927	3065091	14165	274	13.3
RG	Danaus_plexippus_NE_2024_10	NC_083555.1	2168232	2189951	21720	668	80.9
RG	Danaus_plexippus_NE_2024_10	NC_083555.1	2204908	2225150	20243	575	77.8
RG	Danaus_plexippus_NE_2024_14	NC_083555.1	68633	83994	15362	448	46.7
RG	Danaus_plexippus_NE_2024_16	NC_083555.1	4798719	4810025	11307	355	41.8
RG	Danaus_plexippus_NE_2024_17	NC_083555.1	2523596	2528881	5286	147	6.6
RG	Danaus_plexippus_CA_2023_04	NC_083556.1	3486384	3495986	9603	372	36.9
RG	Danaus_plexippus_KS_2023_01	NC_083556.1	3638516	3665382	26867	713	28.1
RG	Danaus_plexippus_NE_2024_04	NC_083556.1	2347533	2368113	20581	408	71.9
RG	Danaus_plexippus_NE_2024_08	NC_083556.1	3498984	3508874	9891	292	46.8
RG	Danaus_plexippus_CA_1971_01	NC_083557.1	801250	808613	7364	264	11.5
RG	Danaus_plexippus_CA_2023_07	NC_083557.1	309117	316304	7188	207	45.8
RG	Danaus_plexippus_ID_1997_01	NC_083557.1	77878	88685	10808	251	19.5
RG	Danaus_plexippus_KS_2023_01	NC_083557.1	624052	633760	9709	288	12.3
RG	Danaus_plexippus_KS_2023_18	NC_083557.1	77989	100089	22101	537	64.4
RG	Danaus_plexippus_NE_2024_05	NC_083557.1	354591	366028	11438	273	57.4
RG	Danaus_plexippus_NE_2024_05	NC_083557.1	372935	393189	20255	542	80.9
RG	Danaus_plexippus_NE_2024_07	NC_083557.1	588351	599483	11133	322	24.6
RG	Danaus_plexippus_NE_2024_13	NC_083557.1	3024123	3031235	7113	260	19.6
RG	Danaus_plexippus_NE_2024_14	NC_083557.1	11124	20959	9836	283	38.6
RG	Danaus_plexippus_CA_1973_02	NC_083558.1	2543087	2553100	10014	301	22.0
RG	Danaus_plexippus_KS_2023_06	NC_083558.1	1456119	1473380	17262	482	77.5
RG	Danaus_plexippus_KS_2023_15	NC_083558.1	43095	97800	54706	1187	93.1
RG	Danaus_plexippus_MI_2000_02	NC_083558.1	1407199	1413525	6327	258	60.3
RG	Danaus_plexippus_NE_2024_02	NC_083558.1	2517390	2540689	23300	631	86.8
